Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.CognitiveServices,accounts/ComputerVision/operations,Microsoft.CognitiveServices/accounts/ComputerVision/operations/read,GetOperation|GetOperations,"Get information about a specific operation.
Get a list of the available operations.",true
Microsoft.CognitiveServices,accounts/ComputerVision/textoperations,Microsoft.CognitiveServices/accounts/ComputerVision/textoperations/read,Get Recognize Text Operation Result,This interface is used for getting recognize text operation result. The URL to this interface should be retrieved from <b>“Operation-Location”</b> field returned from Recognize Text interface.,true
Microsoft.CognitiveServices,accounts/ContentModerator,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/action,Image Lists - Create,Create image list.,true
Microsoft.CognitiveServices,accounts/ContentModerator,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/action,Term Lists - Create,Create term list.,true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/read,Image Lists -  Get Details|Image Lists - Get All,Image Lists -  Get Details|Image Lists - Get All,true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/delete,Image Lists - Delete,Image Lists - Delete,true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/refreshindex/action,Image Lists - Refresh Search Index,Image Lists - Refresh Search Index,true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/write,Image Lists - Update Details,Image Lists - Update Details,true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists/images,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/images/write,Image - Add Image,Add an Image to your image list. The image list can be used to do fuzzy matching against other images when using Image/Match API.,true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists/images,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/images/delete,Image - Delete|Image - Delete all Images*,"Delete an Image from your image list. The image list can be used to do fuzzy matching against other images when using Image/Match API.
Delete all images from your list. The image list can be used to do fuzzy matching against other images when using Image/Match API.*",true
Microsoft.CognitiveServices,accounts/ContentModerator/imagelists/images,Microsoft.CognitiveServices/accounts/ContentModerator/imagelists/images/read,Image - Get all Image Ids,Image - Get all Image Ids,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams,Microsoft.CognitiveServices/accounts/ContentModerator/teams/jobs/action,Job - Create,A job Id will be returned for the Image content posted on this endpoint.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/action,Review - Create,"The reviews created would show up for Reviewers on your team. As Reviewers complete reviewing, results of the Review would be POSTED (i.e. HTTP POST) on the specified CallBackEndpoint.",true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/jobs,Microsoft.CognitiveServices/accounts/ContentModerator/teams/jobs/read,Job - Get,Get the Job Details for a Job Id.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/read,Review - Get,Returns review details for the review Id passed.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/publish/action,Review - Publish video review,Video reviews are initially created in an unpublished state - which means it is not available for reviewers on your team to review yet.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/transcript/action,Review - Add video transcript,This API adds a transcript file (text version of all the words spoken in a video) to a video review. The file should be a valid WebVTT format.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/transcriptmoderationresult/action,Review - Add video transcript moderation result,"This API adds a transcript screen text result file for a video review. Transcript screen text result file is a result of Screen Text API . In order to generate transcript screen text result file , a transcript file has to be screened for profanity using Screen Text API.",true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews/accesskey,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/accesskey/read,Content AccessKey - Get,Get the review content access key for your team.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews/frames,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/frames/write,Review - Add video frames,Use this method to add frames for a video review.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/reviews/frames,Microsoft.CognitiveServices/accounts/ContentModerator/teams/reviews/frames/read,Review - Get video frames,*NotDefined*,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/settings/templates,Microsoft.CognitiveServices/accounts/ContentModerator/teams/settings/templates/write,Review - Create or  Update Template,Creates or updates the specified template,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/settings/templates,Microsoft.CognitiveServices/accounts/ContentModerator/teams/settings/templates/delete,Review - Delete Template,Delete a template in your team,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/settings/templates,Microsoft.CognitiveServices/accounts/ContentModerator/teams/settings/templates/read,Review - Get Templates,Returns an array of review templates provisioned on this team.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/workflows,Microsoft.CognitiveServices/accounts/ContentModerator/teams/workflows/write,Workflow - Create Or Update,Create a new workflow or update an existing one.,true
Microsoft.CognitiveServices,accounts/ContentModerator/teams/workflows,Microsoft.CognitiveServices/accounts/ContentModerator/teams/workflows/read,Workflow - Get|Workflow - Get All*,"Get the details of a specific Workflow on your Team
Get all the Workflows available for you Team*",true
Microsoft.CognitiveServices,accounts/ContentModerator/processimage,Microsoft.CognitiveServices/accounts/ContentModerator/processimage/evaluate/action,Image - Evaluate,Returns probabilities of the image containing racy or adult content.,true
Microsoft.CognitiveServices,accounts/ContentModerator/processimage,Microsoft.CognitiveServices/accounts/ContentModerator/processimage/findfaces/action,Image - Find Faces,Find faces in images.,true
Microsoft.CognitiveServices,accounts/ContentModerator/processimage,Microsoft.CognitiveServices/accounts/ContentModerator/processimage/match/action,Image - Match,"Fuzzily match an image against one of your custom Image Lists. You can create and manage your custom image lists using <a href=""/docs/services/57cf755e3f9b070c105bd2c2/operations/57cf755e3f9b070868a1f672"">this</a> API.",true
Microsoft.CognitiveServices,accounts/ContentModerator/processimage,Microsoft.CognitiveServices/accounts/ContentModerator/processimage/ocr/action,Image - OCR,Returns any text found in the image for the language specified. If no language is specified in input then the detection defaults to English.,true
Microsoft.CognitiveServices,accounts/ContentModerator/text,Microsoft.CognitiveServices/accounts/ContentModerator/text/detect/action,Text Detect - Detect,A sync API for harmful content detection,true
Microsoft.CognitiveServices,accounts/ContentModerator/processtext,Microsoft.CognitiveServices/accounts/ContentModerator/processtext/detectlanguage/action,Text - Detect Language,"This operation will detect the language of given input content. Returns the <a href=""http://www-01.sil.org/iso639-3/codes.asp"">ISO 639-3 code</a> for the predominant language comprising the submitted text. Over 110 languages supported.",true
Microsoft.CognitiveServices,accounts/ContentModerator/processtext,Microsoft.CognitiveServices/accounts/ContentModerator/processtext/screen/action,Text - Screen,The operation detects profanity in more than 100 languages and match against custom and shared blacklists.,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/bulkupdate/action,Term Lists - Bulk Update,Term Lists - Bulk Update,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/delete,Term Lists - Delete,Term Lists - Delete,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/read,Term Lists - Get All|Term Lists - Get Details,Term Lists - Get All|Term Lists - Get Details,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/refreshindex/action,Term Lists - Refresh Search Index,Term Lists - Refresh Search Index,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/write,Term Lists - Update Details,Term Lists - Update Details,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists/terms,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/terms/write,Term - Add Term,Term - Add Term,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists/terms,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/terms/delete,Term - Delete|Term - Delete All Terms,Term - Delete|Term - Delete All Terms,true
Microsoft.CognitiveServices,accounts/ContentModerator/termlists/terms,Microsoft.CognitiveServices/accounts/ContentModerator/termlists/terms/read,Term - Get All Terms,Term - Get All Terms,true
Microsoft.CognitiveServices,accounts/CustomVision,Microsoft.CognitiveServices/accounts/CustomVision/projects/action,Create a project.,Create a project.,true
Microsoft.CognitiveServices,accounts/CustomVision,Microsoft.CognitiveServices/accounts/CustomVision/user/action,GetApiKeyForUser,*NotDefined*,true
Microsoft.CognitiveServices,accounts/CustomVision,Microsoft.CognitiveServices/accounts/CustomVision/quota/action,SetQuota,*NotDefined*,true
Microsoft.CognitiveServices,accounts/CustomVision/domains,Microsoft.CognitiveServices/accounts/CustomVision/domains/read,GetDomain|GetDomains*,"Get information about a specific domain.
Get a list of the available domains.*",true
Microsoft.CognitiveServices,accounts/CustomVision/classify/iterations,Microsoft.CognitiveServices/accounts/CustomVision/classify/iterations/image/action,ClassifyImage,Classify an image and saves the result.,true
Microsoft.CognitiveServices,accounts/CustomVision/classify/iterations,Microsoft.CognitiveServices/accounts/CustomVision/classify/iterations/url/action,ClassifyImageUrl,Classify an image url and saves the result.,true
Microsoft.CognitiveServices,accounts/CustomVision/classify/iterations/image,Microsoft.CognitiveServices/accounts/CustomVision/classify/iterations/image/nostore/action,ClassifyImageWithNoStore,Classify an image without saving the result.,true
Microsoft.CognitiveServices,accounts/CustomVision/classify/iterations/url,Microsoft.CognitiveServices/accounts/CustomVision/classify/iterations/url/nostore/action,ClassifyImageUrlWithNoStore,Classify an image url without saving the result.,true
Microsoft.CognitiveServices,accounts/CustomVision/detect/iterations,Microsoft.CognitiveServices/accounts/CustomVision/detect/iterations/image/action,DetectImage,Detect objects in an image and saves the result.,true
Microsoft.CognitiveServices,accounts/CustomVision/detect/iterations,Microsoft.CognitiveServices/accounts/CustomVision/detect/iterations/url/action,DetectImageUrl,Detect objects in an image url and saves the result.,true
Microsoft.CognitiveServices,accounts/CustomVision/detect/iterations/image,Microsoft.CognitiveServices/accounts/CustomVision/detect/iterations/image/nostore/action,DetectImageWithNoStore,Detect objects in an image without saving the result.,true
